,Purity,Coverage,Harmonic mean,best parameters,k_segment1,k_segment2,k_tsid,acc,kappa,pr,re,j,p2,c2,h2,homo,comp,v_measure
0,83.66186814764586,93.89371385998467,88.48298003392809,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 7226142.932280175, 'percentile': 97}",57,45,130,56.470588235294116,55.742478304678336,56.470588235294116,56.470588235294116,39.34426229508197,79.61642299717376,93.89371385998467,86.16766460862513,76.81800510071398,96.49760542116888,85.54051793867814
1,88.35063376636934,85.71825757692334,87.01454147064499,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 2985588.9638043554, 'percentile': 93}",83,58,134,60.0,59.39518040012566,60.0,60.0,42.857142857142854,83.1827839167249,85.71825757692334,84.4314899977396,76.3617315290619,93.13416530898164,83.91809194417567
2,86.07939132953916,89.00451879143453,87.51752000342643,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 3716757.0139952814, 'percentile': 90}",76,56,135,58.70535714285714,58.06908213157826,58.70535714285714,58.70535714285714,41.54818325434439,81.07730981634711,89.00451879143453,84.85617780779042,77.16561760552439,94.18553937321023,84.83030337688561
3,82.05915158046938,94.49822291699311,87.84049967328859,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 7257192.827835989, 'percentile': 92}",54,43,134,54.65201465201465,53.91677547507552,54.65201465201465,54.65201465201465,37.600806451612904,77.82566173994208,94.49822291699311,85.35539628072759,75.95291529032954,96.4691139152162,84.9904211323352
4,83.85855446799796,93.67775842873088,88.49661547500153,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 6328128.949762318, 'percentile': 97.5}",58,46,132,56.00000000000001,55.284472178174184,56.00000000000001,56.00000000000001,38.88888888888889,79.6765823882841,93.67775842873088,86.11175932738982,76.88512881468526,96.02212646087305,85.39460707115646
5,80.78575320149659,95.30042198165238,87.44487024265852,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 8523907.58459304, 'percentile': 98}",43,35,132,45.9214501510574,44.9045431852802,45.9214501510574,45.9214501510574,29.80392156862745,76.94290384179592,95.30042198165238,85.14340012376398,70.52950052013394,97.13805404083305,81.72241136261755
6,84.94713283562439,93.2925360828133,88.92446337325126,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 5705765.886013474, 'percentile': 95}",62,48,127,57.01149425287356,56.29398704648829,57.01149425287356,57.01149425287356,39.87138263665595,80.25427521874938,93.2925360828133,86.28363506645182,77.55143348912371,96.11585155813002,85.84140723260163
7,83.65404115686117,92.71653414949988,87.95245749117939,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 5274791.67991891, 'percentile': 93}",69,52,140,57.048458149779734,56.379301944008155,57.048458149779734,57.048458149779734,39.907550077041606,78.2458399802969,92.71653414949988,84.86876871611123,77.4756299864153,95.77693741421042,85.65966641263894
8,87.53184322410095,84.94162409301521,86.21728360849701,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 2569002.420892614, 'percentile': 91}",83,57,132,58.87096774193549,58.259588871100156,58.87096774193549,58.87096774193549,41.714285714285715,81.61123497172166,84.94162409301521,83.24313232041568,75.51738715690732,92.48321939899317,83.14364130045068
9,86.35140466404087,89.80941334471075,88.04646892572848,"{'interpolation_kernel': 'cubic', 'window_size': 7, 'epsilon': 3889595.520763023, 'percentile': 94}",74,51,132,56.79012345679012,56.11558599321924,56.79012345679012,56.79012345679012,39.6551724137931,80.17567760821261,89.80941334471075,84.71955428729208,76.08061076235185,94.31434526554821,84.22189434151251
