,Purity,Coverage,Harmonic mean,best parameters,k_segment1,k_segment2,k_tsid,acc,kappa,pr,re,j,p2,c2,h2,homo,comp,v_measure
0,69.38229888523313,97.95301993328309,81.22858645392228,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 3150425.735406184, 'percentile': 99}",22,22,130,39.044117647058826,37.81216232689212,39.044117647058826,39.044117647058826,24.257651895842848,69.38229888523314,97.95301993328309,81.22858645392229,63.94390275747599,98.32487658405459,77.49212599545905
1,89.28626228424817,86.9130851579531,88.08369190915147,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 432643.2827115578, 'percentile': 94}",91,59,134,59.0,58.37490936375307,59.0,59.0,41.843971631205676,83.03795832900359,87.16184137685859,85.049939713666,76.19030913470905,92.31926143052506,83.48289113652166
2,88.65487942715795,87.52998140087716,88.0888393121386,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 436241.1506579063, 'percentile': 90}",88,58,135,56.99404761904761,56.334129082194465,56.99404761904761,56.99404761904761,39.85431841831426,82.49401434208731,87.77689498112407,85.0535004747242,75.90771279915691,92.81183134717786,83.51295487326522
3,72.09244658913265,97.22396869735833,82.79308014687263,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 2372200.3887019325, 'percentile': 97}",31,31,134,46.227106227106226,45.258477502600726,46.227106227106226,46.227106227106226,30.061934254406857,72.09244658913266,97.22396869735833,82.79308014687265,70.48039220761805,97.88117824958974,81.95105111030418
4,89.5168250670613,85.55550025719465,87.49134662903936,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 341718.63929816545, 'percentile': 91}",96,57,132,56.30769230769231,55.654714539236025,56.30769230769231,56.30769230769231,39.186295503211994,81.72947673838436,86.16877587047026,83.89043785330314,74.45886646157392,91.51794809733005,82.11174186377697
5,90.5142663591947,81.78294976365133,85.92737439553126,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 220235.5654229374, 'percentile': 95}",107,61,132,55.89123867069487,55.23271904075404,55.89123867069487,55.89123867069487,38.78406708595388,84.52032716142486,82.43951542021699,83.46695476714852,72.56356777369218,90.00675007255701,80.34936506867945
6,90.32438950461142,81.88945694211758,85.9003542139561,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 231178.3576769235, 'percentile': 91}",104,62,127,55.86206896551724,55.198420787246135,55.86206896551724,55.86206896551724,38.75598086124402,84.21750439055289,82.41439132531968,83.3061921724715,73.43399331684188,90.49602358873084,81.07709029571527
7,74.66984441080965,96.45150155817448,84.17440353517584,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 1731578.3980895183, 'percentile': 97.5}",40,40,140,53.30396475770925,52.52053375428557,53.30396475770925,53.30396475770925,36.33633633633634,75.30309830053939,96.45150155817448,84.57528251405783,74.94677529801412,97.61184524679994,84.79081495944774
8,87.18205607489367,88.57031013742923,87.87070025155276,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 445659.60157301405, 'percentile': 93}",85,57,132,57.478005865102645,56.82583202720816,57.478005865102645,57.478005865102645,40.32921810699588,80.47867383623391,88.97435054146963,84.51354306969635,76.8725742010708,93.31107315709478,84.29790413357412
9,87.5965057821552,88.10540384694269,87.85021783553464,"{'interpolation_kernel': 'LR', 'window_size': 9, 'epsilon': 486452.0715095511, 'percentile': 93}",81,59,132,56.32716049382716,55.63874352832179,56.32716049382716,56.32716049382716,39.20515574650913,82.38749951659148,88.27375401529287,85.22911575712668,76.30932854661339,93.46562669996115,84.02062842901394
