,milestone,time,memory
0,start,1.204348,99.135488
1,loading data,1.209974,99.135488
2,data loaded,1.299432,100.163584
3,Start preparing fold0,1.299477,100.163584
4,Start tuning0,1.320083,99.299328
5,End tuning0,2.355403,99.540992
6,end testing0,8.538915,99.631104
7,end reporting0,8.590698,100.294656
8,Start preparing fold1,8.590749,100.294656
9,Start tuning1,8.608563,100.651008
10,End tuning1,9.65769,100.667392
11,end testing1,15.623672,100.691968
12,end reporting1,15.680655,100.917248
13,Start preparing fold2,15.680695,100.917248
14,Start tuning2,15.699709,100.962304
15,End tuning2,16.498376,100.970496
16,end testing2,22.487033,100.970496
17,end reporting2,22.531968,101.040128
18,Start preparing fold3,22.532019,101.040128
19,Start tuning3,22.549412,100.88448
20,End tuning3,23.463105,100.892672
21,end testing3,29.438033,100.892672
22,end reporting3,29.491022,100.892672
23,Start preparing fold4,29.491062,100.892672
24,Start tuning4,29.509079,100.962304
25,End tuning4,30.393216,100.978688
26,end testing4,36.608441,100.978688
27,end reporting4,36.648309,101.081088
28,Start preparing fold5,36.64835,101.081088
29,Start tuning5,36.6664,101.08928
30,End tuning5,37.370558,101.08928
31,end testing5,43.704885,101.122048
32,end reporting5,43.760542,101.163008
33,Start preparing fold6,43.760585,101.163008
34,Start tuning6,43.777925,101.167104
35,End tuning6,44.530311,101.1712
36,end testing6,50.924652,101.179392
37,end reporting6,50.973604,101.339136
38,Start preparing fold7,50.973647,101.339136
39,Start tuning7,50.990864,101.339136
40,End tuning7,52.009699,101.347328
41,end testing7,58.36817,101.359616
42,end reporting7,58.427657,101.388288
43,Start preparing fold8,58.427699,101.388288
44,Start tuning8,58.445172,101.400576
45,End tuning8,58.957646,101.400576
46,end testing8,65.421485,101.408768
47,end reporting8,65.463513,101.543936
48,Start preparing fold9,65.463554,101.543936
49,Start tuning9,65.481277,101.576704
50,End tuning9,66.174597,101.584896
51,end testing9,72.518353,101.584896
52,end reporting9,72.561209,101.593088
