,milestone,time,memory
0,start,1.176571,98.934784
1,loading data,1.181129,98.947072
2,data loaded,1.257009,100.12672
3,Start preparing fold0,1.257056,100.12672
4,Start tuning0,1.274835,99.221504
5,End tuning0,2.328494,99.598336
6,end testing0,8.45256,99.766272
7,end reporting0,8.487725,100.43392
8,Start preparing fold1,8.487768,100.43392
9,Start tuning1,8.503596,100.913152
10,End tuning1,9.576381,100.921344
11,end testing1,15.69299,100.929536
12,end reporting1,15.725616,100.937728
13,Start preparing fold2,15.725652,100.937728
14,Start tuning2,15.740728,101.031936
15,End tuning2,16.578975,101.036032
16,end testing2,22.903149,101.036032
17,end reporting2,22.935118,101.044224
18,Start preparing fold3,22.935155,101.044224
19,Start tuning3,22.950241,101.076992
20,End tuning3,23.909431,101.085184
21,end testing3,30.212233,101.085184
22,end reporting3,30.254191,101.097472
23,Start preparing fold4,30.254229,101.097472
24,Start tuning4,30.269382,101.330944
25,End tuning4,31.136023,101.33504
26,end testing4,37.664417,101.347328
27,end reporting4,37.702352,101.486592
28,Start preparing fold5,37.702388,101.486592
29,Start tuning5,37.717221,101.490688
30,End tuning5,38.447551,101.490688
31,end testing5,44.972081,101.49888
32,end reporting5,45.009185,101.507072
33,Start preparing fold6,45.009227,101.507072
34,Start tuning6,45.024304,101.507072
35,End tuning6,45.749282,101.507072
36,end testing6,52.195463,101.515264
37,end reporting6,52.233261,101.51936
38,Start preparing fold7,52.233299,101.51936
39,Start tuning7,52.251269,101.392384
40,End tuning7,53.270689,101.392384
41,end testing7,59.641469,101.412864
42,end reporting7,59.67818,101.421056
43,Start preparing fold8,59.67822,101.421056
44,Start tuning8,59.694288,101.66272
45,End tuning8,60.234604,101.666816
46,end testing8,67.016919,101.666816
47,end reporting8,67.05204,101.904384
48,Start preparing fold9,67.052074,101.904384
49,Start tuning9,67.06691,101.904384
50,End tuning9,67.792454,101.90848
51,end testing9,74.500425,101.912576
52,end reporting9,74.535132,101.998592
