,milestone,time,memory
0,start,1.192542,99.094528
1,loading data,1.197087,99.094528
2,data loaded,1.27464,100.159488
3,Start preparing fold0,1.274683,100.159488
4,Start tuning0,1.293252,99.340288
5,End tuning0,2.364115,99.704832
6,end testing0,8.739338,99.92192
7,end reporting0,8.77535,100.569088
8,Start preparing fold1,8.775391,100.569088
9,Start tuning1,8.792643,100.962304
10,End tuning1,9.89354,100.9664
11,end testing1,16.361207,100.9664
12,end reporting1,16.394958,100.98688
13,Start preparing fold2,16.395,100.98688
14,Start tuning2,16.411032,101.13024
15,End tuning2,17.266858,101.134336
16,end testing2,24.129288,100.999168
17,end reporting2,24.172272,101.00736
18,Start preparing fold3,24.172329,101.00736
19,Start tuning3,24.191398,100.859904
20,End tuning3,25.233173,100.864
21,end testing3,31.820207,100.864
22,end reporting3,31.860495,100.892672
23,Start preparing fold4,31.860536,100.892672
24,Start tuning4,31.875826,101.031936
25,End tuning4,32.748124,101.040128
26,end testing4,39.377624,101.056512
27,end reporting4,39.415424,101.203968
28,Start preparing fold5,39.415463,101.203968
29,Start tuning5,39.430697,101.2736
30,End tuning5,40.168943,101.2736
31,end testing5,46.883756,101.285888
32,end reporting5,46.920597,101.29408
33,Start preparing fold6,46.920638,101.29408
34,Start tuning6,46.936997,101.29408
35,End tuning6,47.675999,101.29408
36,end testing6,54.251348,101.302272
37,end reporting6,54.288473,101.31456
38,Start preparing fold7,54.288514,101.31456
39,Start tuning7,54.304165,101.19168
40,End tuning7,55.344717,101.19168
41,end testing7,61.885474,101.21216
42,end reporting7,61.919189,101.257216
43,Start preparing fold8,61.919231,101.257216
44,Start tuning8,61.93545,101.39648
45,End tuning8,62.471045,101.400576
46,end testing8,69.431511,101.404672
47,end reporting8,69.468036,101.53984
48,Start preparing fold9,69.468077,101.53984
49,Start tuning9,69.483911,101.543936
50,End tuning9,70.220841,101.543936
51,end testing9,77.090076,101.552128
52,end reporting9,77.128166,101.556224
