1,1.2010252870349247
2,1.2450995231412352
3,1.2719232698239962
4,1.2213375822890626
5,1.3593128983649787
6,1.3201393186350283
7,1.3769527742248535
8,1.32517704731733
10,1.2392640477694146
11,1.2829264175301678
12,1.3915173880501546
13,1.3292674710623293
14,1.2596670570346786
15,1.2410811398805435
16,1.3484370356332909
17,1.322955302255533
18,1.2044508002283298
19,1.294452739008302
20,1.2752628468251057
21,1.1133862626978466
22,1.1151708278947539
23,1.3298830983636662
24,1.2900003068438401
25,1.4076883919284016
26,1.3344246976216596
27,1.32116870049247
28,1.2780658650943912
31,1.3267049259666843
32,1.0210215773239875
33,1.3586713819187686
34,1.300639794355438
35,1.3432983766628117
38,1.241448314920443
39,1.3757798253768818
40,1.2938320028387145
