,lat,lon,tsid,label,time
66443,41.780295,-45.202535,292,1.0,2012-06-01 00:13:54
66444,41.81335833,-44.94251833,292,1.0,2012-06-01 01:54:33
66445,41.81465333,-44.93659667,292,1.0,2012-06-01 01:57:06
66446,41.84483333,-44.78150833,292,1.0,2012-06-01 02:57:57
66447,41.88940167,-44.372659999999996,292,1.0,2012-06-01 06:46:26
66448,41.88949667,-44.37248667,292,1.0,2012-06-01 06:46:46
66449,41.87334167,-44.33778167,292,1.0,2012-06-01 08:22:44
66450,41.75701167,-44.41401167,292,1.0,2012-06-01 10:01:05
66451,41.75665,-44.414805,292,1.0,2012-06-01 10:01:25
66452,41.65155167,-44.78198833,292,1.0,2012-06-01 13:45:32
66453,41.677605,-44.80928167,292,1.0,2012-06-01 14:10:38
66454,41.67950833,-44.81114333,292,1.0,2012-06-01 14:11:47
66455,41.68057667,-44.812245000000004,292,1.0,2012-06-01 14:12:28
66456,41.681625,-44.81325833,292,1.0,2012-06-01 14:13:08
66457,41.682475,-44.81408167,292,1.0,2012-06-01 14:13:39
66458,41.68270167,-44.81430833,292,1.0,2012-06-01 14:13:47
66459,41.68382833,-44.81550167,292,1.0,2012-06-01 14:14:29
66460,41.68430667,-44.81602667,292,1.0,2012-06-01 14:14:47
66461,41.685235,-44.81686333,292,1.0,2012-06-01 14:15:28
66462,41.68544167,-44.81712833,292,1.0,2012-06-01 14:15:38
66463,41.68640333,-44.81727667,292,1.0,2012-06-01 14:17:28
66464,41.687734999999996,-44.81897333,292,1.0,2012-06-01 14:18:38
66465,41.724090000000004,-44.883055,292,1.0,2012-06-01 15:14:43
66466,41.724225,-44.88392833,292,1.0,2012-06-01 15:15:43
66467,41.72432,-44.88487,292,1.0,2012-06-01 15:17:52
66468,41.72484667,-44.88975667,292,1.0,2012-06-01 15:22:42
66469,41.72480667,-44.89010667,292,1.0,2012-06-01 15:22:52
66470,41.72475333,-44.91008,292,1.0,2012-06-01 15:34:23
66471,41.721215,-44.93497,292,1.0,2012-06-01 15:51:49
66472,41.72114667,-44.93515833,292,1.0,2012-06-01 15:51:59
66473,42.15689333,-45.37676167,292,1.0,2012-06-01 23:51:07
66474,42.152495,-45.37427,292,1.0,2012-06-01 23:53:37
66475,42.03112333,-45.312884999999994,292,1.0,2012-06-02 01:02:27
66476,42.02815667,-45.311545,292,1.0,2012-06-02 01:04:06
66477,41.97916667,-45.290185,292,1.0,2012-06-02 01:31:37
66478,41.97769167,-45.289505,292,1.0,2012-06-02 01:32:27
66479,41.96204833,-45.28278667,292,1.0,2012-06-02 01:41:17
66480,41.96170167,-45.28272,292,1.0,2012-06-02 01:41:28
66481,41.95875667,-45.281565,292,1.0,2012-06-02 01:43:07
66482,41.88580167,-45.25146833,292,1.0,2012-06-02 02:24:23
66483,41.86046333,-45.24105333,292,1.0,2012-06-02 02:39:07
66484,41.85816833,-45.24006667,292,1.0,2012-06-02 02:40:27
66485,41.69056167,-45.14860167,292,1.0,2012-06-02 05:52:06
66486,41.69237333,-45.15530833,292,1.0,2012-06-02 07:26:07
66487,41.80141833,-45.16132667,292,1.0,2012-06-02 09:07:26
66488,42.11201667,-45.29185833,292,1.0,2012-06-02 13:52:30
66489,42.11249833,-45.29192667,292,1.0,2012-06-02 13:52:50
66490,42.11311333,-45.29195167,292,1.0,2012-06-02 13:53:21
66491,42.11641667,-45.29218167,292,1.0,2012-06-02 13:57:01
66492,42.11663333,-45.29220667,292,1.0,2012-06-02 13:57:12
66493,42.11874,-45.29237833,292,1.0,2012-06-02 13:58:50
66494,42.12133667,-45.29244333,292,1.0,2012-06-02 14:00:32
66495,42.13459833,-45.29174167,292,1.0,2012-06-02 14:11:14
66496,42.13632333,-45.29137333,292,1.0,2012-06-02 14:13:05
66497,42.13878667,-45.29114833,292,1.0,2012-06-02 14:14:54
66498,42.140229999999995,-45.29088167,292,1.0,2012-06-02 14:15:54
66499,42.14126167,-45.290665000000004,292,1.0,2012-06-02 14:16:56
66500,42.14222167,-45.29050833,292,1.0,2012-06-02 14:17:34
66501,41.86863667,-44.30597667,292,1.0,2012-06-03 00:10:45
66502,41.8583,-44.28394167,292,1.0,2012-06-03 01:08:28
66503,41.857834999999994,-44.28306333,292,1.0,2012-06-03 01:10:47
66504,41.85677167,-44.28121667,292,1.0,2012-06-03 01:16:00
66505,41.85207833,-44.27167,292,1.0,2012-06-03 01:40:26
66506,41.85196667,-44.27123167,292,1.0,2012-06-03 01:41:26
66507,41.851675,-44.270759999999996,292,1.0,2012-06-03 01:42:26
66508,41.85160833,-44.27064167,292,1.0,2012-06-03 01:42:48
66509,41.83961,-44.239020000000004,292,1.0,2012-06-03 02:54:27
66510,41.83488167,-44.22727833,292,1.0,2012-06-03 03:21:47
66511,41.83471833,-44.22701833,292,1.0,2012-06-03 03:22:27
66512,41.83283,-44.22284333,292,1.0,2012-06-03 03:31:36
66513,41.83578167,-44.21074833,292,1.0,2012-06-03 04:56:26
66514,41.83635167,-44.21132333,292,1.0,2012-06-03 04:57:07
66515,41.83662833,-44.21157167,292,1.0,2012-06-03 04:57:26
66516,41.83698167,-44.21192167,292,1.0,2012-06-03 04:57:48
66517,41.83725,-44.21228333,292,1.0,2012-06-03 04:58:07
66518,41.83776333,-44.212815,292,1.0,2012-06-03 04:58:47
66519,41.84238833,-44.217765,292,1.0,2012-06-03 05:03:30
66520,41.84395833,-44.21938167,292,1.0,2012-06-03 05:05:07
66521,41.84519333,-44.22066333,292,1.0,2012-06-03 05:06:27
66522,41.847,-44.222590000000004,292,1.0,2012-06-03 05:08:27
66523,41.88106333,-44.273905,292,1.0,2012-06-03 06:33:06
66524,41.90182833,-44.34873333,292,1.0,2012-06-03 08:07:45
66525,41.90211,-44.34957167,292,1.0,2012-06-03 08:09:06
66526,41.902085,-44.34990333,292,1.0,2012-06-03 08:09:27
66527,41.902440000000006,-44.35303667,292,1.0,2012-06-03 08:12:06
66528,41.856415000000005,-44.44407,292,1.0,2012-06-03 09:47:06
66529,41.8824,-44.623999999999995,292,1.0,2012-06-03 13:31:24
66530,41.88275167,-44.62448,292,1.0,2012-06-03 13:32:06
66531,41.883140000000004,-44.62512833,292,1.0,2012-06-03 13:32:45
66532,41.88323833,-44.625325,292,1.0,2012-06-03 13:32:54
66533,41.883404999999996,-44.62615333,292,1.0,2012-06-03 13:34:34
66534,41.88533833,-44.629084999999996,292,1.0,2012-06-03 13:37:34
66535,41.88647,-44.63091333,292,1.0,2012-06-03 13:39:15
66536,41.914535,-44.73045167,292,1.0,2012-06-03 15:08:56
66537,41.91499,-44.733015,292,1.0,2012-06-03 15:10:17
66538,41.91505667,-44.73332333,292,1.0,2012-06-03 15:10:27
66539,41.91527333,-44.73384,292,1.0,2012-06-03 15:10:47
66540,41.91582333,-44.73519333,292,1.0,2012-06-03 15:11:35
66541,41.91584,-44.73545833,292,1.0,2012-06-03 15:11:46
66542,41.916115000000005,-44.736585,292,1.0,2012-06-03 15:12:27
66543,41.917120000000004,-44.74071833,292,1.0,2012-06-03 15:14:46
66544,41.93546333,-44.85236667,292,1.0,2012-06-03 16:15:07
66545,41.93634,-44.85775833,292,1.0,2012-06-03 16:17:03
66546,41.67377667,-44.20238,292,1.0,2012-06-04 00:03:41
66547,41.67375,-44.202284999999996,292,1.0,2012-06-04 00:03:51
66548,41.67475,-44.20596667,292,1.0,2012-06-04 00:03:57
66549,41.67441667,-44.20445333,292,1.0,2012-06-04 00:03:59
66550,41.67406,-44.20370333,292,1.0,2012-06-04 00:04:10
66551,41.67366667,-44.20217167,292,1.0,2012-06-04 00:04:12
66552,41.674545,-44.20510667,292,1.0,2012-06-04 00:04:18
66553,41.67440167,-44.20426833,292,1.0,2012-06-04 00:04:20
66554,41.67362667,-44.20210833,292,1.0,2012-06-04 00:04:22
66555,41.67387667,-44.20261667,292,1.0,2012-06-04 00:04:40
