,lat,lon,tsid,label,time
0,37.824625,-37.56850167,0,1.0,2012-06-01 05:08:50
1,37.82487167,-37.56930333,0,1.0,2012-06-01 05:09:31
2,37.849175,-37.67406333,0,1.0,2012-06-01 06:46:11
3,37.850165000000004,-37.67609167,0,1.0,2012-06-01 06:47:11
4,37.94856333,-37.79634,0,1.0,2012-06-01 08:23:48
5,37.95235,-37.79879167,0,1.0,2012-06-01 08:26:08
6,38.16718,-38.20591333,0,1.0,2012-06-01 13:44:26
7,38.16702667,-38.20621167,0,1.0,2012-06-01 13:44:45
8,38.16874833,-38.24225333,0,1.0,2012-06-01 14:12:21
9,38.16984,-38.24531667,0,1.0,2012-06-01 14:13:52
10,38.170584999999996,-38.247525,0,1.0,2012-06-01 14:14:51
11,38.17070667,-38.24791167,0,1.0,2012-06-01 14:15:01
12,38.170805,-38.248245000000004,0,1.0,2012-06-01 14:15:11
13,38.17093167,-38.24864833,0,1.0,2012-06-01 14:15:22
14,38.17179333,-38.25152167,0,1.0,2012-06-01 14:16:41
15,38.17334833,-38.25891833,0,1.0,2012-06-01 14:20:32
16,38.195009999999996,-38.35134667,0,1.0,2012-06-01 15:16:47
17,38.19613667,-38.354725,0,1.0,2012-06-01 15:20:49
18,37.31445,-38.81383667,0,1.0,2012-06-01 23:53:30
19,37.31424833,-38.813925,0,1.0,2012-06-01 23:53:42
20,37.313115,-38.81449167,0,1.0,2012-06-01 23:54:31
21,37.31264,-38.81472833,0,1.0,2012-06-01 23:54:50
22,37.31223333,-38.81497,0,1.0,2012-06-01 23:55:11
23,37.31752667,-38.815185,0,1.0,2012-06-02 00:40:58
24,37.32044667,-38.81413667,0,1.0,2012-06-02 01:00:09
25,37.32545833,-38.81237167,0,1.0,2012-06-02 01:31:32
26,37.32606667,-38.81210167,0,1.0,2012-06-02 01:34:41
27,37.33183333,-38.80737833,0,1.0,2012-06-02 02:14:58
28,37.33590667,-38.80461667,0,1.0,2012-06-02 02:41:10
29,37.342290000000006,-38.79816833,0,1.0,2012-06-02 03:17:45
30,37.342420000000004,-38.79805333,0,1.0,2012-06-02 03:18:26
31,37.35347333,-38.78761333,0,1.0,2012-06-02 04:15:10
32,37.366445,-38.80038833,0,1.0,2012-06-02 05:52:30
33,37.36650667,-38.800309999999996,0,1.0,2012-06-02 05:52:51
34,37.366625,-38.80015333,0,1.0,2012-06-02 05:53:30
35,37.493305,-38.77163833,0,1.0,2012-06-02 07:30:49
36,37.63802667,-38.70687667,0,1.0,2012-06-02 09:07:50
37,37.638635,-38.706625,0,1.0,2012-06-02 09:08:11
38,37.95665833,-38.54936333,0,1.0,2012-06-02 13:51:43
39,37.95947333,-38.54982167,0,1.0,2012-06-02 13:53:15
40,37.96070167,-38.54987,0,1.0,2012-06-02 13:53:54
41,37.96104667,-38.54996833,0,1.0,2012-06-02 13:54:04
42,37.96138,-38.55000833,0,1.0,2012-06-02 13:54:14
43,37.96175667,-38.55009167,0,1.0,2012-06-02 13:54:25
44,37.96201833,-38.55018833,0,1.0,2012-06-02 13:54:34
45,37.96269,-38.55007667,0,1.0,2012-06-02 13:54:54
46,37.96305667,-38.55012667,0,1.0,2012-06-02 13:55:04
47,37.96403667,-38.550290000000004,0,1.0,2012-06-02 13:55:34
48,37.96507667,-38.55043667,0,1.0,2012-06-02 13:56:05
49,37.96576333,-38.55047667,0,1.0,2012-06-02 13:56:26
50,37.96636333,-38.55069833,0,1.0,2012-06-02 13:57:05
51,37.966415000000005,-38.55071333,0,1.0,2012-06-02 13:57:15
52,37.966485,-38.55072,0,1.0,2012-06-02 13:57:25
53,37.96678333,-38.55070333,0,1.0,2012-06-02 13:58:45
54,37.96691,-38.55096833,0,1.0,2012-06-02 13:59:03
55,37.967079999999996,-38.55113333,0,1.0,2012-06-02 13:59:13
56,37.97223667,-38.55129333,0,1.0,2012-06-02 14:03:26
57,37.98452333,-38.55370167,0,1.0,2012-06-02 14:13:07
58,37.98719667,-38.55413667,0,1.0,2012-06-02 14:14:39
59,37.987625,-38.55429167,0,1.0,2012-06-02 14:15:39
60,37.99015,-38.55456333,0,1.0,2012-06-02 14:17:08
61,38.376979999999996,-37.497575,0,1.0,2012-06-02 23:31:02
62,38.37705333,-37.49495833,0,1.0,2012-06-02 23:31:52
63,38.38194667,-37.38034667,0,1.0,2012-06-03 00:09:06
64,38.38208333,-37.37834833,0,1.0,2012-06-03 00:09:46
65,38.37875667,-37.19661167,0,1.0,2012-06-03 01:12:17
66,38.37640667,-37.10572167,0,1.0,2012-06-03 01:44:08
67,38.366025,-37.08743167,0,1.0,2012-06-03 03:30:56
68,38.36575667,-37.087084999999995,0,1.0,2012-06-03 03:34:36
69,38.365655,-37.08698167,0,1.0,2012-06-03 03:35:47
