,lat,lon,tsid,label,time
172439,52.52324167,166.0274967,636,1.0,2012-06-01 00:36:13
172440,52.52339167,166.02757169999998,636,1.0,2012-06-01 00:37:53
172441,52.545315,165.946585,636,1.0,2012-06-01 02:11:40
172442,52.42220667,165.92595,636,1.0,2012-06-01 10:05:21
172443,52.42199833,165.92453,636,1.0,2012-06-01 10:05:40
172444,52.407035,165.835475,636,1.0,2012-06-01 10:25:58
172445,52.38515167,165.53288999999998,636,1.0,2012-06-01 11:42:51
172446,52.38903667,165.5309467,636,1.0,2012-06-01 12:35:12
172447,52.38910833,165.53094,636,1.0,2012-06-01 12:35:53
172448,52.38919833,165.530925,636,1.0,2012-06-01 12:36:53
172449,52.38941833,165.53093330000002,636,1.0,2012-06-01 12:39:13
172450,52.393535,165.53070669999997,636,1.0,2012-06-01 13:22:40
172451,52.398395,165.52976,636,1.0,2012-06-01 14:07:43
172452,52.398590000000006,165.52976,636,1.0,2012-06-01 14:09:23
172453,52.39883333,165.5297583,636,1.0,2012-06-01 14:11:23
172454,52.40056,165.5297017,636,1.0,2012-06-01 14:26:56
172455,52.408535,165.53136669999998,636,1.0,2012-06-01 15:44:22
172456,52.40857167,165.53138169999997,636,1.0,2012-06-01 15:44:46
172457,52.40861667,165.5314,636,1.0,2012-06-01 15:45:14
172458,52.40863,165.5314033,636,1.0,2012-06-01 15:45:22
172459,52.40872333,165.53143830000002,636,1.0,2012-06-01 15:46:22
172460,52.40993167,165.5315717,636,1.0,2012-06-01 15:59:54
172461,52.41015,165.5316333,636,1.0,2012-06-01 16:02:34
172462,52.415234999999996,165.53312169999998,636,1.0,2012-06-01 17:23:15
172463,52.41528333,165.533125,636,1.0,2012-06-01 17:24:06
172464,52.452625,165.686225,636,1.0,2012-06-01 22:01:31
172465,52.45269333,165.6867967,636,1.0,2012-06-01 22:02:04
172466,52.452735,165.68716669999998,636,1.0,2012-06-01 22:02:24
172467,52.46182667,165.75568669999998,636,1.0,2012-06-01 22:40:44
172468,52.462194999999994,165.75791999999998,636,1.0,2012-06-01 22:42:45
172469,52.47134499999999,165.7987517,636,1.0,2012-06-01 23:28:53
172470,52.47238,165.8008083,636,1.0,2012-06-01 23:30:03
172471,52.47348333,165.80274169999998,636,1.0,2012-06-01 23:30:53
172472,52.4834,165.820275,636,1.0,2012-06-01 23:36:10
172473,52.48499333,165.8230517,636,1.0,2012-06-01 23:36:59
172474,52.48656333,165.8259767,636,1.0,2012-06-01 23:37:49
172475,52.492684999999994,165.83902,636,1.0,2012-06-01 23:41:23
172476,52.49281667,165.8394333,636,1.0,2012-06-01 23:41:29
172477,52.49464333,165.844955,636,1.0,2012-06-01 23:42:50
172478,52.52470833,165.93038330000002,636,1.0,2012-06-02 01:05:53
172479,52.522684999999996,165.9333417,636,1.0,2012-06-02 01:17:41
172480,52.52274,165.93593330000002,636,1.0,2012-06-02 01:18:41
172481,52.52317667,165.9376267,636,1.0,2012-06-02 01:19:41
172482,52.52322333,165.93776169999998,636,1.0,2012-06-02 01:19:47
172483,52.49619667,165.9491,636,1.0,2012-06-02 02:38:13
172484,52.496175,165.9490767,636,1.0,2012-06-02 02:38:16
172485,52.55241333,166.3089317,636,1.0,2012-06-02 08:24:42
172486,52.55196333,166.3082567,636,1.0,2012-06-02 08:27:42
172487,52.551885,166.3081483,636,1.0,2012-06-02 08:28:13
172488,52.5518,166.30803999999998,636,1.0,2012-06-02 08:28:42
172489,52.49535333,166.17348,636,1.0,2012-06-02 10:05:33
172490,52.49262667,166.16674,636,1.0,2012-06-02 10:07:13
172491,52.492325,166.1659967,636,1.0,2012-06-02 10:07:25
172492,52.49206833,166.165405,636,1.0,2012-06-02 10:07:33
172493,52.49101833,166.162665,636,1.0,2012-06-02 10:08:13
172494,52.49071667,166.16193169999997,636,1.0,2012-06-02 10:08:25
172495,52.49047167,166.1613267,636,1.0,2012-06-02 10:08:34
172496,52.490175,166.16058999999998,636,1.0,2012-06-02 10:08:45
172497,52.48993333,166.15998000000002,636,1.0,2012-06-02 10:08:53
172498,52.48940667,166.15861669999998,636,1.0,2012-06-02 10:09:13
172499,52.488580000000006,166.15651169999998,636,1.0,2012-06-02 10:09:45
172500,52.48832833,166.1559133,636,1.0,2012-06-02 10:09:53
172501,52.48804499999999,166.1552517,636,1.0,2012-06-02 10:10:03
172502,52.48778333,166.154575,636,1.0,2012-06-02 10:10:13
172503,52.45222167,166.0639417,636,1.0,2012-06-02 10:34:52
172504,52.45185667,166.063095,636,1.0,2012-06-02 10:35:12
172505,52.45111333,166.06118669999998,636,1.0,2012-06-02 10:35:52
172506,52.35427833,165.81968669999998,636,1.0,2012-06-02 11:52:54
172507,52.354205,165.8195917,636,1.0,2012-06-02 11:53:15
172508,52.35413667,165.819495,636,1.0,2012-06-02 11:53:35
172509,52.34170167,165.8036983,636,1.0,2012-06-02 12:50:01
172510,52.34066167,165.80234,636,1.0,2012-06-02 12:55:02
172511,52.34052333,165.80215330000001,636,1.0,2012-06-02 12:55:41
172512,52.34032167,165.80185,636,1.0,2012-06-02 12:56:41
172513,52.33416167,165.7925633,636,1.0,2012-06-02 13:28:16
172514,52.33409667,165.79245669999997,636,1.0,2012-06-02 13:28:36
172515,52.33365667,165.7916967,636,1.0,2012-06-02 13:30:55
172516,52.314225,165.7443017,636,1.0,2012-06-02 16:01:57
172517,52.310885,165.7349467,636,1.0,2012-06-02 16:40:29
172518,52.31081667,165.7347,636,1.0,2012-06-02 16:41:30
172519,52.40113,165.86936830000002,636,1.0,2012-06-02 22:18:05
172520,52.40130833,165.87701669999998,636,1.0,2012-06-02 22:21:12
172521,52.402045,165.87784330000002,636,1.0,2012-06-02 22:22:25
172522,52.388040000000004,165.8708733,636,1.0,2012-06-02 23:49:17
172523,52.38350333,165.8613033,636,1.0,2012-06-02 23:51:48
172524,52.38172,165.85745830000002,636,1.0,2012-06-02 23:52:48
172525,52.38030667,165.85438330000002,636,1.0,2012-06-02 23:53:36
172526,52.3767,165.84663999999998,636,1.0,2012-06-02 23:55:37
172527,52.37610833,165.8453483,636,1.0,2012-06-02 23:55:57
172528,52.37492,165.84275,636,1.0,2012-06-02 23:56:37
172529,52.37148667,165.8358117,636,1.0,2012-06-02 23:58:27
172530,52.37117333,165.83520330000002,636,1.0,2012-06-02 23:58:30
172531,52.36853833,165.82984330000002,636,1.0,2012-06-02 23:59:59
172532,52.36825667,165.82913,636,1.0,2012-06-03 00:00:10
172533,52.37297833,165.827595,636,1.0,2012-06-03 00:03:06
172534,52.45898833,166.0353533,636,1.0,2012-06-03 01:31:57
