tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;wind;label
1454;170353;1;13.9000000000000000;-81.8000000000000000;2010-10-11 00:00:00;54.46;0.00;0.00;30;STOP
1454;170354;1;14.4000000000000000;-82.5000000000000000;2010-10-11 06:00:00;5.06;4.34;93741.55;35;STOP
1454;170355;1;15.0000000000000000;-83.2000000000000000;2010-10-11 12:00:00;8.80;4.66;100595.58;45;STOP
1454;170356;1;15.7000000000000000;-83.8000000000000000;2010-10-11 18:00:00;3.73;4.68;100983.61;60;STOP
1454;170357;2;16.5000000000000000;-84.4000000000000000;2010-10-12 00:00:00;0.00;5.08;109644.50;65;MOVE
1454;170358;2;17.3000000000000000;-85.0000000000000000;2010-10-12 06:00:00;0.00;5.07;109490.03;65;MOVE
1454;170359;2;18.1000000000000000;-85.6000000000000000;2010-10-12 12:00:00;13.67;5.06;109328.75;75;MOVE
1454;170360;2;18.8000000000000000;-85.9000000000000000;2010-10-12 18:00:00;16.07;3.89;84022.79;90;MOVE
1454;170361;2;19.6000000000000000;-86.0000000000000000;2010-10-13 00:00:00;7.13;4.15;89573.59;90;MOVE
1454;170362;2;20.3000000000000000;-86.0000000000000000;2010-10-13 06:00:00;9.46;3.60;77836.45;85;MOVE
1454;170363;2;20.9000000000000000;-85.9000000000000000;2010-10-13 12:00:00;1.85;3.13;67523.98;85;MOVE
1454;170364;2;21.4000000000000000;-85.8000000000000000;2010-10-13 18:00:00;15.26;2.62;56556.38;75;MOVE
1454;170365;2;21.8000000000000000;-85.6000000000000000;2010-10-14 00:00:00;18.43;2.27;49049.34;75;MOVE
1454;170366;2;22.2000000000000000;-85.2000000000000000;2010-10-14 06:00:00;15.26;2.81;60654.39;70;MOVE
1454;170367;3;22.6000000000000000;-84.5000000000000000;2010-10-14 12:00:00;18.43;3.92;84598.92;60;STOP
1454;170368;3;22.8000000000000000;-83.5000000000000000;2010-10-14 18:00:00;7.50;4.86;104964.24;50;STOP
1454;170369;3;22.9000000000000000;-82.0000000000000000;2010-10-15 00:00:00;3.81;7.13;154104.29;40;STOP
1454;170370;3;22.9000000000000000;-80.9000000000000000;2010-10-15 06:00:00;0.00;5.22;112674.00;30;STOP
1454;170371;3;22.9000000000000000;-79.9000000000000000;2010-10-15 12:00:00;7.13;4.74;102430.95;25;STOP
1454;170372;3;23.0000000000000000;-79.1000000000000000;2010-10-15 18:00:00;0.00;3.83;82665.82;20;STOP
1455;170376;1;17.2000000000000000;-83.4000000000000000;2010-10-19 18:00:00;21.80;0.00;0.00;30;STOP
