tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;wind;label
1435;169681;1;11.8000000000000000;-24.0000000000000000;2009-09-07 18:00:00;94.09;0.00;0.00;30;STOP
1435;169682;1;11.7000000000000000;-25.4000000000000000;2009-09-08 00:00:00;4.09;7.07;152815.75;35;STOP
1435;169683;1;11.7000000000000000;-26.8000000000000000;2009-09-08 06:00:00;4.76;7.06;152438.30;45;STOP
1435;169684;1;11.8000000000000000;-28.0000000000000000;2009-09-08 12:00:00;0.00;6.07;131110.12;55;STOP
1435;169685;1;11.9000000000000000;-29.2000000000000000;2009-09-08 18:00:00;19.68;6.07;131062.67;60;STOP
1435;169686;2;12.4000000000000000;-30.3000000000000000;2009-09-09 00:00:00;6.52;6.10;131867.48;70;MOVE
1435;169687;2;13.0000000000000000;-31.3000000000000000;2009-09-09 06:00:00;5.91;5.90;127348.85;90;MOVE
1435;169688;2;13.6000000000000000;-32.1000000000000000;2009-09-09 12:00:00;3.73;5.06;109295.19;105;MOVE
1435;169689;2;14.2000000000000000;-32.8000000000000000;2009-09-09 18:00:00;0.00;4.67;100796.65;100;MOVE
1435;169690;2;14.8000000000000000;-33.5000000000000000;2009-09-10 00:00:00;0.00;4.66;100646.85;95;MOVE
1435;169691;2;15.4000000000000000;-34.2000000000000000;2009-09-10 06:00:00;19.65;4.65;100491.05;90;MOVE
1435;169692;2;16.1000000000000000;-34.6000000000000000;2009-09-10 12:00:00;3.18;4.11;88831.38;85;MOVE
1435;169693;2;16.7000000000000000;-34.9000000000000000;2009-09-10 18:00:00;4.76;3.43;73994.73;80;MOVE
1435;169694;2;17.2000000000000000;-35.1000000000000000;2009-09-11 00:00:00;66.80;2.76;59528.24;80;MOVE
1435;169695;2;17.5000000000000000;-34.8000000000000000;2009-09-11 06:00:00;26.57;2.13;46115.24;75;MOVE
1435;169696;2;17.6000000000000000;-34.5000000000000000;2009-09-11 12:00:00;18.43;1.56;33693.47;65;MOVE
1435;169697;3;17.6000000000000000;-34.2000000000000000;2009-09-11 18:00:00;0.00;1.47;31796.99;55;STOP
1435;169698;3;17.6000000000000000;-33.9000000000000000;2009-09-12 00:00:00;0.00;1.47;31796.99;50;STOP
1435;169699;3;17.6000000000000000;-33.6000000000000000;2009-09-12 06:00:00;90.00;1.47;31796.99;40;STOP
1435;169700;3;17.5000000000000000;-33.6000000000000000;2009-09-12 12:00:00;90.00;0.51;11119.49;35;STOP
1435;169701;3;17.5000000000000000;-33.8000000000000000;2009-09-12 18:00:00;0.00;0.98;21209.70;30;STOP
1435;169702;3;17.5000000000000000;-34.0000000000000000;2009-09-13 00:00:00;0.00;0.98;21209.70;30;STOP
1435;169703;3;17.5000000000000000;-34.3000000000000000;2009-09-13 06:00:00;45.00;1.47;31814.54;30;STOP
1435;169704;3;17.9000000000000000;-34.7000000000000000;2009-09-13 12:00:00;4.40;2.84;61430.48;30;STOP
1435;169705;3;18.5000000000000000;-35.4000000000000000;2009-09-13 18:00:00;11.55;4.61;99591.99;30;STOP
1435;169706;3;19.0000000000000000;-36.3000000000000000;2009-09-14 00:00:00;19.59;5.09;109869.39;30;STOP
1435;169707;3;19.2000000000000000;-37.5000000000000000;2009-09-14 06:00:00;9.46;5.93;128034.10;30;STOP
1435;169708;3;19.2000000000000000;-38.8000000000000000;2009-09-14 12:00:00;4.09;6.32;136512.50;30;STOP
1435;169709;3;19.1000000000000000;-40.2000000000000000;2009-09-14 18:00:00;4.09;6.83;147477.80;25;STOP
1435;169710;3;19.1000000000000000;-41.6000000000000000;2009-09-15 00:00:00;7.59;6.81;147102.54;25;STOP
1435;169711;3;19.3000000000000000;-43.1000000000000000;2009-09-15 06:00:00;9.76;7.36;159076.38;25;STOP
1435;169712;3;19.8000000000000000;-44.7000000000000000;2009-09-15 12:00:00;2.09;8.18;176632.12;25;STOP
1435;169713;3;20.4000000000000000;-46.4000000000000000;2009-09-15 18:00:00;0.78;8.78;189639.70;25;STOP
1435;169714;3;21.1000000000000000;-48.3000000000000000;2009-09-16 00:00:00;0.00;9.83;212343.67;25;STOP
1435;169715;3;21.8000000000000000;-50.2000000000000000;2009-09-16 06:00:00;5.48;9.79;211479.32;25;STOP
1435;169716;3;22.3000000000000000;-52.1000000000000000;2009-09-16 12:00:00;0.71;9.42;203555.02;25;STOP
1435;169717;3;22.8000000000000000;-54.1000000000000000;2009-09-16 18:00:00;0.71;9.85;212776.64;25;STOP
1435;169718;3;23.3000000000000000;-56.0000000000000000;2009-09-17 00:00:00;0.00;9.36;202194.99;25;STOP
1435;169719;3;23.8000000000000000;-57.9000000000000000;2009-09-17 06:00:00;3.43;9.33;201493.88;25;STOP
