,event_time,location.coordinates.0,location.coordinates.1,position_accuracy,mmsi,sog,cog
0,2019-06-10T13:19:53.442Z,-63.56275666666666,44.64747833333333,1.0,319030600,4.0,298.1000061035156
1,2019-06-10T13:19:41.949Z,-63.5625,44.64738,1.0,319030600,4.400000095367432,298.70001220703125
2,2019-06-22T15:49:36.225Z,-63.56274333333333,44.64718166666667,1.0,319030600,4.5,302.8999938964844
3,2019-06-22T15:49:49.521Z,-63.56300833333334,44.64731166666667,1.0,319030600,4.5,306.3999938964844
4,2019-06-22T15:49:57.386Z,-63.56322333333333,44.64742333333334,1.0,319030600,4.599999904632568,306.70001220703125
5,2019-06-22T15:50:05.428Z,-63.56322333333333,44.64742333333334,1.0,319030600,4.599999904632568,306.70001220703125
6,2019-06-10T13:20:03.602Z,-63.56296999999999,44.64755833333334,1.0,319030600,3.700000047683716,297.20001220703125
7,2019-06-10T13:20:12.951Z,-63.56317333333333,44.64763,1.0,319030600,3.4000000953674316,296.8999938964844
8,2019-06-10T13:20:22.616Z,-63.563345,44.64769166666667,1.0,319030600,3.299999952316284,297.5
9,2019-06-10T13:20:32.403Z,-63.56352833333333,44.64776166666667,1.0,319030600,3.0,298.5
10,2019-06-22T15:50:10.714Z,-63.56348333333333,44.64756833333333,1.0,319030600,4.5,308.3999938964844
11,2019-06-22T15:50:16.918Z,-63.563695,44.64768333333333,1.0,319030600,3.9000000953674316,305.79998779296875
12,2019-06-22T15:50:26.331Z,-63.56386666666667,44.64776333333333,1.0,319030600,3.4000000953674316,298.8999938964844
13,2019-06-22T15:50:27.051Z,-63.56388666666667,44.64777,1.0,319030600,3.4000000953674316,298.8999938964844
14,2019-06-22T15:50:27.486Z,-63.56388666666667,44.64777,1.0,319030600,3.4000000953674316,297.79998779296875
15,2019-06-22T15:50:29.505Z,-63.563925,44.64778333333334,1.0,319030600,3.299999952316284,295.79998779296875
16,2019-06-10T13:21:03.602Z,-63.56401833333334,44.64796833333333,1.0,319030600,3.0,303.1000061035156
17,2019-06-10T13:21:28.989Z,-63.564478333333334,44.648175,1.0,319030600,3.4000000953674316,297.3999938964844
18,2019-06-10T13:21:25.842Z,-63.56442,44.64815333333333,1.0,319030600,3.4000000953674316,299.3999938964844
19,2019-06-10T13:21:25.175Z,-63.5644,44.648145,1.0,319030600,3.299999952316284,299.20001220703125
20,2019-06-10T13:21:32.300Z,-63.56453833333333,44.648196666666664,1.0,319030600,3.4000000953674316,295.79998779296875
21,2019-06-10T13:22:09.442Z,-63.56535166666666,44.64830166666667,1.0,319030600,3.5,264.29998779296875
22,2019-06-10T13:22:06.239Z,-63.56528333333333,44.64830666666667,1.0,319030600,3.5,267.60000610351557
23,2019-06-10T13:22:03.602Z,-63.565215,44.64831,1.0,319030600,3.5,270.0
24,2019-06-10T13:21:58.802Z,-63.56512833333333,44.64831333333333,1.0,319030600,3.5,274.39999389648443
25,2019-06-10T13:21:56.749Z,-63.56506166666666,44.64830833333333,1.0,319030600,3.5,277.79998779296875
26,2019-06-10T13:21:52.829Z,-63.56499,44.6483,1.0,319030600,3.5,280.20001220703125
27,2019-06-10T13:21:45.999Z,-63.56483833333333,44.64827833333333,1.0,319030600,3.5,286.0
28,2019-06-10T13:21:50.082Z,-63.56492166666666,44.64829333333334,1.0,319030600,3.5,282.79998779296875
29,2019-06-10T13:21:35.202Z,-63.56460166666667,44.64821333333333,1.0,319030600,3.5,293.20001220703125
30,2019-06-10T13:21:39.789Z,-63.56471333333333,44.64825166666667,1.0,319030600,3.5,291.1000061035156
31,2019-06-10T13:21:41.949Z,-63.56475500000001,44.64826333333333,1.0,319030600,3.5,289.1000061035156
32,2019-06-22T15:51:17.318Z,-63.56475833333333,44.64805666666667,1.0,319030600,2.700000047683716,295.3999938964844
33,2019-06-22T15:51:26.331Z,-63.564905,44.64810833333333,1.0,319030600,2.700000047683716,296.5
34,2019-06-22T15:51:43.598Z,-63.565065,44.64816,1.0,319030600,2.700000047683716,293.29998779296875
35,2019-06-22T15:51:47.771Z,-63.56523166666667,44.648208333333336,1.0,319030600,2.4000000953674316,288.3999938964844
36,2019-06-22T15:51:47.958Z,-63.56524666666667,44.64821166666667,1.0,319030600,2.4000000953674316,288.3999938964844
37,2019-06-22T15:51:51.528Z,-63.56527666666667,44.64821833333333,1.0,319030600,2.4000000953674316,286.20001220703125
38,2019-06-22T15:51:53.691Z,-63.56532166666667,44.64822333333333,1.0,319030600,2.4000000953674316,280.20001220703125
39,2019-06-22T15:51:56.065Z,-63.56536833333333,44.64822833333334,1.0,319030600,2.299999952316284,277.70001220703125
40,2019-06-10T13:22:12.962Z,-63.56544666666666,44.64829333333334,1.0,319030600,3.5,261.0
41,2019-06-22T15:52:11.478Z,-63.56542833333334,44.64822833333334,1.0,319030600,2.299999952316284,268.5
42,2019-06-22T15:52:12.270Z,-63.56548833333333,44.64822166666666,1.0,319030600,2.299999952316284,259.39999389648443
43,2019-06-22T15:52:13.024Z,-63.56553166666666,44.64821333333333,1.0,319030600,2.4000000953674316,253.6999969482422
44,2019-06-22T16:19:45.317Z,-63.56582,44.64794000000001,1.0,319030600,2.5,165.1999969482422
45,2019-06-22T16:19:46.199Z,-63.56581,44.647905,1.0,319030600,2.5,169.10000610351562
46,2019-06-22T16:19:52.961Z,-63.56581,44.647905,1.0,319030600,2.5,169.10000610351562
47,2019-06-22T16:19:50.065Z,-63.56578666666667,44.64781833333333,1.0,319030600,2.299999952316284,170.8000030517578
48,2019-06-22T15:54:40.456Z,-63.56575,44.64777666666666,1.0,319030600,0.5,76.9000015258789
49,2019-06-22T15:54:37.425Z,-63.56575833333334,44.647775,1.0,319030600,0.5,75.4000015258789
50,2019-06-22T16:19:54.358Z,-63.56577333333333,44.64777833333334,1.0,319030600,2.200000047683716,170.1999969482422
51,2019-06-22T15:54:33.265Z,-63.565775,44.64777333333333,1.0,319030600,0.6000000238418579,69.69999694824219
52,2019-06-22T15:54:27.689Z,-63.56579833333333,44.64776833333333,1.0,319030600,0.699999988079071,63.20000076293945
53,2019-06-22T15:54:34.358Z,-63.56576999999999,44.64777333333333,1.0,319030600,0.6000000238418579,71.0
54,2019-06-22T15:54:44.625Z,-63.56573666666666,44.647775,1.0,319030600,0.5,85.69999694824219
55,2019-06-22T15:54:46.918Z,-63.56572666666667,44.64777666666666,1.0,319030600,0.5,87.5
56,2019-06-22T15:54:51.078Z,-63.56571333333334,44.64777833333334,1.0,319030600,0.4000000059604645,96.1999969482422
57,2019-06-22T15:54:52.678Z,-63.56571,44.64777833333334,1.0,319030600,0.5,94.0
58,2019-06-22T15:55:44.371Z,-63.56570833333333,44.64776833333333,1.0,319030600,1.0,234.3000030517578
59,2019-06-22T15:55:45.517Z,-63.56572166666667,44.64776333333333,1.0,319030600,1.100000023841858,229.5
60,2019-06-22T15:55:03.745Z,-63.56566666666666,44.64777833333334,1.0,319030600,0.6000000238418579,102.6999969482422
61,2019-06-22T15:55:23.691Z,-63.56565333333333,44.64778166666667,1.0,319030600,0.4000000059604645,297.3999938964844
62,2019-06-22T15:55:20.865Z,-63.56564833333334,44.64778,1.0,319030600,0.30000001192092896,294.6000061035156
63,2019-06-22T15:55:06.705Z,-63.56565833333333,44.64777666666666,1.0,319030600,0.5,96.0
64,2019-06-22T15:55:10.491Z,-63.56564833333334,44.647775,1.0,319030600,0.30000001192092896,87.5999984741211
65,2019-06-22T15:55:17.360Z,-63.56564166666666,44.64777666666666,1.0,319030600,0.20000000298023224,333.5
66,2019-06-22T15:55:24.794Z,-63.56564166666666,44.64777666666666,1.0,319030600,0.20000000298023224,333.5
67,2019-06-22T15:55:14.545Z,-63.56564333333333,44.647775,1.0,319030600,0.10000000149011612,70.09999847412111
68,2019-06-22T15:55:31.078Z,-63.56567666666667,44.64778333333334,1.0,319030600,0.6000000238418579,256.39999389648443
69,2019-06-22T15:55:43.141Z,-63.56568666666666,44.64778,1.0,319030600,0.8000000119209291,244.0
70,2019-06-22T15:54:56.065Z,-63.565695,44.64777833333334,1.0,319030600,0.6000000238418579,93.4000015258789
71,2019-06-22T15:51:07.211Z,-63.56459666666667,44.648,1.0,319030600,2.799999952316284,297.6000061035156
72,2019-06-22T15:51:14.308Z,-63.56459666666667,44.648,1.0,319030600,2.799999952316284,297.6000061035156
73,2019-06-22T15:50:53.291Z,-63.56437166666666,44.64791500000001,1.0,319030600,2.9000000953674316,295.6000061035156
74,2019-06-22T15:50:56.065Z,-63.56442166666667,44.64793333333333,1.0,319030600,2.799999952316284,297.29998779296875
75,2019-06-22T15:50:49.958Z,-63.56432166666666,44.64789833333333,1.0,319030600,3.0,293.0
76,2019-06-22T15:50:47.772Z,-63.56426833333333,44.64788166666666,1.0,319030600,3.0,291.5
77,2019-06-22T15:50:43.102Z,-63.56417666666667,44.64785666666667,1.0,319030600,3.0999999046325684,289.29998779296875
78,2019-06-22T15:50:41.158Z,-63.56415833333333,44.64785166666667,1.0,319030600,3.0999999046325684,290.0
79,2019-06-22T15:50:36.225Z,-63.56406166666667,44.64782666666667,1.0,319030600,3.2000000476837163,290.6000061035156
80,2019-06-22T15:50:34.331Z,-63.56402333333333,44.647815,1.0,319030600,3.2000000476837163,291.5
81,2019-06-23T19:03:23.132Z,-63.564948333333334,44.64728833333334,0.0,319030600,5.300000190734863,104.5999984741211
82,2019-06-23T19:03:25.371Z,-63.56488,44.64727333333333,0.0,319030600,5.400000095367432,105.8000030517578
83,2019-06-23T19:03:29.638Z,-63.564745,44.647245,0.0,319030600,5.5,106.8000030517578
84,2019-06-23T19:03:32.598Z,-63.564643333333336,44.64722166666667,0.0,319030600,5.599999904632568,107.5
85,2019-06-22T16:21:37.824Z,-63.56532333333333,44.64704166666667,1.0,319030600,0.10000000149011612,135.60000610351562
86,2019-06-22T16:21:48.231Z,-63.56533333333334,44.64704,1.0,319030600,0.30000001192092896,256.39999389648443
87,2019-06-22T16:21:48.953Z,-63.56534,44.64704,1.0,319030600,0.30000001192092896,277.0
88,2019-06-22T16:21:49.536Z,-63.56534499999999,44.64704,1.0,319030600,0.4000000059604645,279.79998779296875
89,2019-06-22T16:21:53.798Z,-63.56535666666666,44.64704166666667,1.0,319030600,0.5,303.0
90,2019-06-22T16:22:01.388Z,-63.56535666666666,44.64704166666667,1.0,319030600,0.5,303.0
91,2019-06-22T16:21:17.665Z,-63.56536666666667,44.64708,1.0,319030600,1.100000023841858,146.10000610351562
92,2019-06-22T16:22:12.544Z,-63.56537166666666,44.64704666666667,1.0,319030600,0.6000000238418579,299.3999938964844
93,2019-06-22T16:22:12.784Z,-63.56538666666667,44.64705166666667,1.0,319030600,0.699999988079071,304.8999938964844
94,2019-06-22T16:22:14.398Z,-63.56542666666667,44.64706666666667,1.0,319030600,0.8999999761581421,295.20001220703125
95,2019-06-22T16:22:14.786Z,-63.56544833333334,44.64707333333333,1.0,319030600,1.0,294.5
96,2019-06-22T16:21:02.864Z,-63.56543833333333,44.64716166666667,1.0,319030600,1.7000000476837158,149.1999969482422
97,2019-06-22T16:21:07.424Z,-63.565415,44.647133333333336,1.0,319030600,1.600000023841858,146.5
98,2019-06-22T16:22:17.665Z,-63.56546666666666,44.64707833333333,1.0,319030600,1.100000023841858,291.3999938964844
99,2019-06-22T16:22:37.460Z,-63.565628333333336,44.647125,1.0,319030600,1.5,284.8999938964844
100,2019-06-22T16:20:57.798Z,-63.56547166666667,44.64720333333333,1.0,319030600,1.7999999523162842,149.5
101,2019-06-22T16:20:53.425Z,-63.56549333333334,44.64723333333333,1.0,319030600,1.7999999523162842,152.0
102,2019-06-22T16:20:51.291Z,-63.565505,44.64724833333333,1.0,319030600,1.8999999761581416,150.8000030517578
103,2019-06-23T19:03:11.931Z,-63.56531500000001,44.64735333333334,1.0,319030600,5.0,101.0999984741211
104,2019-06-23T19:03:14.891Z,-63.56521833333333,44.64733833333333,1.0,319030600,5.099999904632568,102.0999984741211
105,2019-06-23T19:03:19.051Z,-63.56515166666666,44.64732666666666,1.0,319030600,5.199999809265137,102.6999969482422
106,2019-06-23T19:03:21.238Z,-63.56515166666666,44.64732666666666,1.0,319030600,5.300000190734863,103.5999984741211
107,2019-06-23T19:03:26.748Z,-63.56515166666666,44.64732666666666,1.0,319030600,5.199999809265137,102.6999969482422
108,2019-06-23T19:03:07.825Z,-63.56544333333333,44.64737,1.0,319030600,4.900000095367432,100.0
109,2019-06-22T16:20:30.251Z,-63.56562166666666,44.64742166666666,1.0,319030600,2.200000047683716,161.39999389648438
110,2019-06-22T16:20:26.316Z,-63.56563666666667,44.64745833333333,1.0,319030600,2.200000047683716,164.3000030517578
111,2019-06-22T16:20:21.051Z,-63.56565333333333,44.64750666666666,1.0,319030600,2.200000047683716,165.8000030517578
112,2019-06-22T16:20:17.735Z,-63.56566666666666,44.647545,1.0,319030600,2.200000047683716,166.6999969482422
113,2019-06-22T16:20:14.700Z,-63.56568000000001,44.64758666666667,1.0,319030600,2.200000047683716,163.8000030517578
114,2019-06-22T16:20:14.331Z,-63.56569166666666,44.64761833333333,1.0,319030600,2.299999952316284,162.8000030517578
115,2019-06-22T16:20:13.459Z,-63.56571166666666,44.647645,1.0,319030600,2.299999952316284,159.89999389648438
116,2019-06-22T16:20:12.829Z,-63.56573,44.64767666666667,1.0,319030600,2.299999952316284,159.0
117,2019-06-22T16:20:11.789Z,-63.56575,44.64771666666667,1.0,319030600,2.299999952316284,163.1999969482422
118,2019-06-22T15:55:50.011Z,-63.56579,44.647726666666664,1.0,319030600,1.100000023841858,235.3000030517578
119,2019-06-22T16:20:11.541Z,-63.56576333333334,44.64774666666667,1.0,319030600,2.200000047683716,162.89999389648438
120,2019-06-22T15:54:24.385Z,-63.56580833333334,44.64776333333333,1.0,319030600,0.6000000238418579,57.099998474121094
121,2019-06-22T15:54:20.545Z,-63.56582166666666,44.64775666666666,1.0,319030600,0.699999988079071,53.9000015258789
122,2019-06-22T15:55:53.105Z,-63.56581166666667,44.64771666666667,1.0,319030600,1.100000023841858,240.3000030517578
123,2019-06-22T15:55:56.065Z,-63.56583000000001,44.64771,1.0,319030600,1.2000000476837158,241.5
124,2019-06-22T15:54:12.723Z,-63.56587,44.64773166666666,1.0,319030600,0.8999999761581421,45.70000076293945
125,2019-06-22T15:54:11.254Z,-63.565885,44.64772,1.0,319030600,0.8999999761581421,41.099998474121094
126,2019-06-22T15:54:13.973Z,-63.56584666666666,44.64774333333333,1.0,319030600,0.699999988079071,52.099998474121094
127,2019-06-22T15:54:20.999Z,-63.56584666666666,44.64774333333333,1.0,319030600,0.699999988079071,52.099998474121094
128,2019-06-22T15:54:17.318Z,-63.56583166666667,44.64775166666666,1.0,319030600,0.699999988079071,52.20000076293945
129,2019-06-22T15:56:27.715Z,-63.56605666666667,44.64768,1.0,319030600,1.2999999523162842,279.20001220703125
130,2019-06-22T15:56:22.678Z,-63.56601333333333,44.64767833333333,1.0,319030600,1.2000000476837158,273.39999389648443
131,2019-06-22T15:56:20.545Z,-63.56599666666666,44.64767833333333,1.0,319030600,1.2000000476837158,268.0
132,2019-06-22T15:56:17.361Z,-63.56597166666667,44.64767833333333,1.0,319030600,1.2999999523162842,263.79998779296875
133,2019-06-22T15:56:24.531Z,-63.56597166666667,44.64767833333333,1.0,319030600,1.2999999523162842,263.79998779296875
134,2019-06-22T15:53:46.918Z,-63.565955,44.64765333333333,1.0,319030600,1.100000023841858,43.0
135,2019-06-22T15:53:49.478Z,-63.56594666666667,44.64766166666666,1.0,319030600,1.2000000476837158,38.900001525878906
136,2019-06-22T15:56:14.225Z,-63.56595166666666,44.64767666666667,1.0,319030600,1.2000000476837158,264.79998779296875
137,2019-06-22T15:54:10.517Z,-63.5659,44.64770333333333,1.0,319030600,1.0,33.799999237060554
138,2019-06-22T15:56:10.597Z,-63.5659,44.64768666666666,1.0,319030600,1.2000000476837158,251.1000061035156
139,2019-06-22T15:54:10.021Z,-63.56591333333333,44.64769,1.0,319030600,1.100000023841858,34.799999237060554
140,2019-06-22T15:56:10.968Z,-63.56592,44.647681666666664,1.0,319030600,1.2000000476837158,256.20001220703125
141,2019-06-22T15:56:11.343Z,-63.56592,44.647681666666664,1.0,319030600,1.2000000476837158,256.20001220703125
142,2019-06-22T15:53:54.438Z,-63.56592333333333,44.647681666666664,1.0,319030600,1.100000023841858,32.59999847412109
143,2019-06-22T15:53:43.780Z,-63.56600333333334,44.64762666666667,1.0,319030600,0.8999999761581421,69.0
144,2019-06-22T15:53:44.511Z,-63.56599333333333,44.64763,1.0,319030600,0.8999999761581421,61.79999923706055
145,2019-06-22T15:53:45.500Z,-63.56596833333333,44.64764333333334,1.0,319030600,1.100000023841858,50.9000015258789
146,2019-06-22T15:53:13.505Z,-63.56609333333334,44.64766666666666,1.0,319030600,1.2000000476837158,175.3000030517578
147,2019-06-22T15:53:20.653Z,-63.56609333333334,44.64766666666666,1.0,319030600,1.2000000476837158,175.3000030517578
148,2019-06-22T15:53:17.318Z,-63.56608833333333,44.647648333333336,1.0,319030600,1.0,161.0
149,2019-06-22T15:53:20.385Z,-63.56607833333333,44.647635,1.0,319030600,0.8000000119209291,148.8000030517578
150,2019-06-22T15:53:23.265Z,-63.56606666666666,44.64762666666667,1.0,319030600,0.699999988079071,133.39999389648438
