,milestone,time,memory
0,start,104.580735,116.40832
1,loading data,104.595529,116.40832
2,data loaded,105.414034,111.403008
3,Start preparing fold0,105.414079,111.403008
4,Start tuning0,105.433973,115.253248
5,End tuning0,107.114859,115.253248
6,end testing0,154.226221,114.630656
7,end reporting0,154.395094,115.134464
8,Start preparing fold1,154.395138,115.134464
9,Start tuning1,154.412436,116.109312
10,End tuning1,158.932227,116.109312
11,end testing1,207.630568,114.671616
12,end reporting1,207.828826,114.802688
13,Start preparing fold2,207.82887,114.802688
14,Start tuning2,207.844081,114.311168
15,End tuning2,216.995438,113.545216
16,end testing2,256.556288,112.955392
17,end reporting2,256.712183,114.249728
18,Start preparing fold3,256.712225,114.249728
19,Start tuning3,256.729534,115.081216
20,End tuning3,258.925817,115.081216
21,end testing3,307.130261,114.249728
22,end reporting3,307.317425,114.618368
23,Start preparing fold4,307.317469,114.618368
24,Start tuning4,307.332223,114.655232
25,End tuning4,316.743613,113.664
26,end testing4,356.188867,113.07008
27,end reporting4,356.346789,114.188288
28,Start preparing fold5,356.346832,114.188288
29,Start tuning5,356.364293,115.523584
30,End tuning5,360.583623,115.523584
31,end testing5,405.131592,115.134464
32,end reporting5,405.337058,114.204672
33,Start preparing fold6,405.337101,114.204672
34,Start tuning6,405.352298,114.782208
35,End tuning6,415.844431,113.983488
36,end testing6,454.248232,113.590272
37,end reporting6,454.443457,113.676288
38,Start preparing fold7,454.443501,113.676288
39,Start tuning7,454.462669,115.724288
40,End tuning7,458.956198,115.724288
41,end testing7,507.522488,114.900992
42,end reporting7,507.720164,115.269632
43,Start preparing fold8,507.720208,115.269632
44,Start tuning8,507.737266,115.912704
45,End tuning8,509.765965,115.912704
46,end testing8,558.09654,115.023872
47,end reporting8,558.281045,114.91328
48,Start preparing fold9,558.281089,114.91328
49,Start tuning9,558.295382,115.134464
50,End tuning9,565.909647,114.167808
51,end testing9,607.297385,113.864704
52,end reporting9,607.562664,114.188288
