,Purity,Coverage,Harmonic mean,best parameters,k_segment1,k_segment2,k_tsid,acc,kappa,pr,re,j,p2,c2,h2,homo,comp,v_measure
0,95.70402744174493,98.8800689658089,97.26612820325063,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",63,11,239,19.74464370157506,16.64477453502541,19.74464370157506,19.74464370157506,10.95370706703798,69.90694275812399,99.26044173111892,82.03701959682034,27.793543206855652,99.59990541191235,43.45960180022785
1,99.03953704019266,92.62700601137541,95.72600044565483,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",779,59,256,38.600189733319276,36.95799755583762,38.600189733319276,38.600189733319276,23.915882967607104,86.6328944818377,96.41875991592993,91.26425304756238,54.57500108632966,97.15530992189198,69.89046696467447
2,55.316946959896505,100.0,71.23105114109612,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",1,1,223,4.842604570935748,0.0,4.842604570935748,4.842604570935748,2.4813840952780786,55.316946959896505,100.0,71.23105114109612,3.7492678067268906e-15,100.0,7.498535613453781e-15
3,99.15750523424857,92.68970521846023,95.81457982810775,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",796,57,241,43.691903782019445,42.22568206873084,43.691903782019445,43.691903782019445,27.952425267267405,87.26859892144564,96.20324192787267,91.51837247484092,60.7023846277412,98.545029092001,75.12735207897447
4,99.14209547246074,80.96480857678675,89.13618080553351,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",1632,104,204,60.68657622123011,59.938160550003225,60.68657622123011,60.68657622123011,43.56118353504869,86.56290402948727,89.70164581223796,88.10432914280449,77.03503565516098,94.65403702534327,84.94049159111378
5,99.66401327397305,73.21649438155453,84.41726330948465,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",3574,150,245,54.04647589782985,53.44217619147613,54.04647589782985,54.04647589782985,37.029921840048424,91.90502236183526,88.09527270058798,89.95983039596376,71.51272628421572,92.54850025401765,80.68201983285623
6,99.45296723524277,83.14136870286475,90.56859047700148,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",1424,77,200,54.01889146319729,52.8554200195994,54.01889146319729,54.01889146319729,37.00402881211085,89.92284891085018,91.4608832465102,90.68534523585285,68.55068251022732,94.75721927987482,79.55122787329061
7,99.0933220175974,91.85396965215429,95.3364136641214,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",867,62,256,38.82505885246478,37.20098886189815,38.82505885246478,38.82505885246478,24.088768747820023,86.67330850578607,95.91491690667172,91.06023309640634,54.89311239654875,96.91047407706786,70.08684932275793
8,99.33084704498383,94.48219371165948,96.84587059166391,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",525,34,246,24.246924056003394,21.60580572376348,24.246924056003394,24.246924056003394,13.796016898008448,88.09577362355977,97.6954433381095,92.6476052109937,36.9169471581822,98.40624725620445,53.69158252158568
9,99.20192410390253,82.18008858104355,89.89229736279451,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09)}",1748,111,241,52.61520593969057,51.835180049285825,52.61520593969057,52.61520593969057,35.69920918582726,86.91188957523457,90.15930063586248,88.50581702989399,71.95719880933137,93.72655277489898,81.41172718808247
