,Purity,Coverage,Harmonic mean,best parameters,k_segment1,k_segment2,k_tsid,acc,kappa,pr,re,j,p2,c2,h2,homo,comp,v_measure
0,90.6489098857502,99.3719059984478,94.81019129523304,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",29,11,239,19.791931904987088,16.692782492361836,19.791931904987088,19.791931904987088,10.982822308794736,70.61985333515965,99.4099432749788,82.57747470265384,27.806158248535667,99.74985724459155,43.48929064754929
1,98.73022789520184,86.81190305849024,92.38827784208286,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",1270,119,256,57.32405748216858,56.640155657447536,57.32405748216858,57.32405748216858,40.17780185682271,86.51893306339186,92.49107382605598,89.40538201598697,75.02175994768903,94.64530827752415,83.69871268532107
2,55.316946959896505,100.0,71.23105114109612,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",1,1,223,4.842604570935748,0.0,4.842604570935748,4.842604570935748,2.4813840952780786,55.316946959896505,100.0,71.23105114109612,3.7492678067268906e-15,100.0,7.498535613453781e-15
3,98.83328973672828,94.75916803531433,96.75335927263616,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",576,50,241,39.09387639253531,37.4087028028307,39.09387639253531,39.09387639253531,24.296077436994246,86.69658290419477,97.501880486487,91.78230599006436,54.68392503087042,98.09922136805001,70.2230657414333
4,98.99906710456506,80.03447678913469,88.51233535354403,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",1617,126,204,60.50886394174505,59.88671287583831,60.50886394174505,60.50886394174505,43.37828599838419,87.08045447133624,88.54557010876883,87.80690111195071,77.80717056947398,93.11727591060429,84.7765421382904
5,99.52513916997594,76.41727471470506,86.45374055122585,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",2845,153,245,56.58536585365853,56.08344187688022,56.58536585365853,56.58536585365853,39.455782312925166,91.38764034708477,88.92693860832475,90.1404992295667,74.15377497182999,92.84453180129523,82.45320149157482
6,99.26716778764421,80.32612249391727,88.79782387007357,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",1540,101,200,54.93227588665122,54.01778288622301,54.93227588665122,54.93227588665122,37.866642095887464,88.7338722759521,88.68534723022205,88.70960311716546,70.9190360492363,91.45816563068286,79.88960122794808
7,98.73022789520184,86.81190305849024,92.38827784208286,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",1270,119,256,57.32405748216858,56.640155657447536,57.32405748216858,57.32405748216858,40.17780185682271,86.51893306339186,92.49107382605598,89.40538201598697,75.02175994768903,94.64530827752415,83.69871268532107
8,98.59973994097909,95.77450059192468,97.16658776853045,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",392,36,246,28.786593126856175,26.513688747956955,28.786593126856175,28.786593126856175,16.813282121174574,84.79826114239164,98.17940398714785,90.99955158147321,46.99770983902923,98.89446535224037,63.71573226894562
9,99.08370536738525,82.82065432050933,90.2251856426893,"{'window_size': 7, 'majority_vote_degree': 0.9, 'binary_classifier': GaussianNB(priors=None, var_smoothing=1e-09), 'kernel': 'linear'}",1641,124,241,53.89273715210088,53.165950052113864,53.89273715210088,53.89273715210088,36.88573456352023,88.11771830996284,90.28915519407138,89.1902221878889,73.09455376436381,93.76852794816354,82.15081055880708
