,tsid,lat,lon,label,time
0,10005,-8.057,-34.868,MOVE,2004-07-28 15:22:00
1,10005,-8.057,-34.868,MOVE,2004-07-28 17:07:00
2,10005,-8.057,-34.868,MOVE,2004-07-28 19:43:00
3,10005,-8.057,-34.868,MOVE,2004-07-28 21:23:00
4,10005,-8.057,-34.868,MOVE,2004-07-28 22:37:00
5,10005,-8.057,-34.868,MOVE,2004-07-28 23:38:00
6,10005,-8.039,-34.81,MOVE,2004-07-29 20:00:00
7,10005,-8.003,-34.691,MOVE,2004-07-29 21:03:00
8,10005,-7.952999999999999,-34.589,MOVE,2004-07-29 22:00:00
9,10005,-7.925,-34.529,MOVE,2004-07-29 22:34:00
10,10005,-7.899,-34.484,MOVE,2004-07-29 23:00:00
11,10005,-7.881,-34.459,MOVE,2004-07-29 23:14:00
12,10005,-7.824,-34.375,MOVE,2004-07-30 00:00:00
13,10005,-7.757999999999999,-34.275,MOVE,2004-07-30 00:57:00
14,10005,-7.6979999999999995,-34.164,MOVE,2004-07-30 02:00:00
15,10005,-7.676,-34.111999999999995,MOVE,2004-07-30 02:31:00
16,10005,-7.654,-34.061,MOVE,2004-07-30 03:00:00
17,10005,-7.6129999999999995,-33.957,MOVE,2004-07-30 04:00:00
18,10005,-7.57,-33.853,MOVE,2004-07-30 05:00:00
19,10005,-7.547000000000001,-33.793,MOVE,2004-07-30 05:35:00
20,10005,-7.529,-33.75,MOVE,2004-07-30 06:00:00
21,10005,-7.4879999999999995,-33.646,MOVE,2004-07-30 07:00:00
22,10005,-7.452000000000001,-33.558,MOVE,2004-07-30 07:52:00
23,10005,-7.403,-33.44,MOVE,2004-07-30 09:00:00
24,10005,-7.3629999999999995,-33.368,MOVE,2004-07-30 09:45:00
25,10005,-7.347,-33.341,MOVE,2004-07-30 10:00:00
26,10005,-7.287999999999999,-33.24,MOVE,2004-07-30 11:00:00
27,10005,-7.27,-33.208,MOVE,2004-07-30 11:19:00
28,10005,-7.229,-33.138000000000005,MOVE,2004-07-30 12:00:00
29,10005,-7.167999999999999,-33.037,MOVE,2004-07-30 13:00:00
30,10005,-7.135,-32.978,MOVE,2004-07-30 13:35:00
31,10005,-7.109,-32.936,MOVE,2004-07-30 14:00:00
32,10005,-7.051,-32.839,MOVE,2004-07-30 15:00:00
33,10005,-6.9910000000000005,-32.74,MOVE,2004-07-30 16:00:00
34,10005,-6.9510000000000005,-32.67,MOVE,2004-07-30 16:43:00
35,10005,-6.935,-32.644,MOVE,2004-07-30 17:00:00
