tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;wind;label
1415;169024;1;12.7000000000000000;-22.9000000000000000;2008-07-03 06:00:00;70.02;0.00;0.00;30;STOP
1415;169025;1;13.1000000000000000;-24.0000000000000000;2008-07-03 12:00:00;15.22;5.89;127253.14;35;STOP
1415;169026;1;13.2000000000000000;-25.2000000000000000;2008-07-03 18:00:00;3.98;6.04;130409.76;35;STOP
1415;169027;1;13.4000000000000000;-26.5000000000000000;2008-07-04 00:00:00;16.03;6.59;142423.07;40;STOP
1415;169028;1;14.0000000000000000;-27.8000000000000000;2008-07-04 06:00:00;4.97;7.20;155481.48;40;STOP
1415;169029;1;14.8000000000000000;-29.2000000000000000;2008-07-04 12:00:00;9.19;8.10;175065.42;45;STOP
1415;169030;1;15.4000000000000000;-30.8000000000000000;2008-07-04 18:00:00;8.03;8.53;184269.64;45;STOP
1415;169031;1;15.8000000000000000;-32.6000000000000000;2008-07-05 00:00:00;3.00;9.16;197841.28;45;STOP
1415;169032;1;16.3000000000000000;-34.4000000000000000;2008-07-05 06:00:00;12.66;9.27;200221.74;45;STOP
1415;169033;1;16.4000000000000000;-36.4000000000000000;2008-07-05 12:00:00;2.85;9.89;213685.02;45;STOP
1415;169034;1;16.6000000000000000;-38.4000000000000000;2008-07-05 18:00:00;0.30;9.93;214387.35;45;STOP
1415;169035;1;16.8000000000000000;-40.3000000000000000;2008-07-06 00:00:00;0.30;9.42;203576.96;45;STOP
1415;169036;1;17.0000000000000000;-42.3000000000000000;2008-07-06 06:00:00;10.99;9.90;213943.57;45;STOP
1415;169037;1;17.6000000000000000;-44.3000000000000000;2008-07-06 12:00:00;6.13;10.30;222562.05;45;STOP
1415;169038;1;18.4000000000000000;-46.2000000000000000;2008-07-06 18:00:00;9.59;10.17;219738.09;45;STOP
1415;169039;1;18.8000000000000000;-47.9000000000000000;2008-07-07 00:00:00;1.93;8.55;184595.37;55;STOP
1415;169040;2;19.1000000000000000;-49.4000000000000000;2008-07-07 06:00:00;1.68;7.46;161240.36;65;MOVE
1415;169041;2;19.4000000000000000;-50.7000000000000000;2008-07-07 12:00:00;16.06;6.50;140488.63;80;MOVE
1415;169042;2;19.9000000000000000;-51.6000000000000000;2008-07-07 18:00:00;20.34;5.07;109423.79;100;MOVE
1415;169043;2;20.6000000000000000;-52.2000000000000000;2008-07-08 00:00:00;13.86;4.62;99881.72;105;MOVE
1415;169044;2;21.1000000000000000;-52.9000000000000000;2008-07-08 06:00:00;13.86;4.24;91553.46;105;MOVE
1415;169045;2;21.8000000000000000;-53.5000000000000000;2008-07-08 12:00:00;15.71;4.61;99570.80;90;MOVE
1415;169046;2;22.4000000000000000;-54.4000000000000000;2008-07-08 18:00:00;13.13;5.29;114230.11;75;MOVE
1415;169047;2;22.7000000000000000;-55.2000000000000000;2008-07-09 00:00:00;8.50;4.11;88668.85;70;MOVE
1415;169048;2;23.2000000000000000;-56.1000000000000000;2008-07-09 06:00:00;4.64;4.98;107625.88;65;MOVE
1415;169049;2;23.8000000000000000;-57.0000000000000000;2008-07-09 12:00:00;7.50;5.25;113462.28;65;MOVE
1415;169050;2;24.5000000000000000;-57.8000000000000000;2008-07-09 18:00:00;0.00;5.21;112458.79;85;MOVE
1415;169051;2;25.2000000000000000;-58.6000000000000000;2008-07-10 00:00:00;3.81;5.19;112133.92;90;MOVE
1415;169052;2;25.7000000000000000;-59.1000000000000000;2008-07-10 06:00:00;4.40;3.47;74908.75;90;MOVE
1415;169053;2;26.3000000000000000;-59.8000000000000000;2008-07-10 12:00:00;0.00;4.48;96671.18;80;MOVE
1415;169054;2;26.9000000000000000;-60.5000000000000000;2008-07-10 18:00:00;4.40;4.46;96410.14;75;MOVE
1415;169055;2;27.4000000000000000;-61.0000000000000000;2008-07-11 00:00:00;6.34;3.45;74420.91;75;MOVE
