tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;wind;label
1396;168480;1;20.2000000000000000;-53.8000000000000000;2006-09-10 18:00:00;81.87;0.00;0.00;25;STOP
1396;168481;1;20.3000000000000000;-54.5000000000000000;2006-09-11 00:00:00;12.43;3.42;73867.14;30;STOP
1396;168482;1;20.6000000000000000;-55.3000000000000000;2006-09-11 06:00:00;3.86;4.16;89777.09;30;STOP
1396;168483;1;20.9000000000000000;-56.3000000000000000;2006-09-11 12:00:00;15.31;5.06;109201.81;35;STOP
1396;168484;1;21.4000000000000000;-57.1000000000000000;2006-09-11 18:00:00;6.65;4.62;99869.86;40;STOP
1396;168485;1;21.8000000000000000;-57.6000000000000000;2006-09-12 00:00:00;12.68;3.16;68194.28;50;STOP
1396;168486;1;22.3000000000000000;-58.0000000000000000;2006-09-12 06:00:00;16.86;3.20;69213.70;50;STOP
1396;168487;1;22.8000000000000000;-58.2000000000000000;2006-09-12 12:00:00;21.80;2.74;59269.83;50;STOP
1396;168488;1;23.4000000000000000;-58.2000000000000000;2006-09-12 18:00:00;9.46;3.09;66716.96;55;STOP
1396;168489;2;24.0000000000000000;-58.1000000000000000;2006-09-13 00:00:00;1.33;3.12;67489.39;65;MOVE
1396;168490;2;24.7000000000000000;-58.0000000000000000;2006-09-13 06:00:00;1.79;3.63;78492.89;70;MOVE
1396;168491;2;25.6000000000000000;-57.9000000000000000;2006-09-13 12:00:00;6.19;4.66;100580.32;80;MOVE
1396;168492;2;26.5000000000000000;-57.7000000000000000;2006-09-13 18:00:00;8.03;4.72;102050.32;95;MOVE
1396;168493;2;27.3000000000000000;-57.4000000000000000;2006-09-14 00:00:00;13.13;4.34;93798.39;105;MOVE
1396;168494;2;28.2000000000000000;-56.8000000000000000;2006-09-14 06:00:00;0.00;5.38;116194.28;105;MOVE
1396;168495;2;29.1000000000000000;-56.2000000000000000;2006-09-14 12:00:00;15.12;5.37;115943.41;105;MOVE
1396;168496;2;29.8000000000000000;-55.4000000000000000;2006-09-14 18:00:00;9.18;5.08;109811.79;105;MOVE
1396;168497;2;30.3000000000000000;-54.6000000000000000;2006-09-15 00:00:00;0.00;4.40;94972.97;100;MOVE
1396;168498;2;30.8000000000000000;-53.8000000000000000;2006-09-15 06:00:00;12.99;4.38;94655.70;95;MOVE
1396;168499;2;31.1000000000000000;-53.5000000000000000;2006-09-15 12:00:00;45.00;2.03;43945.94;85;MOVE
1396;168500;2;31.1000000000000000;-53.5000000000000000;2006-09-15 18:00:00;0.00;0.00;0.00;80;MOVE
1396;168501;2;31.1000000000000000;-53.5000000000000000;2006-09-16 00:00:00;45.00;0.00;0.00;75;MOVE
1396;168502;2;31.2000000000000000;-53.6000000000000000;2006-09-16 06:00:00;18.43;0.68;14635.64;70;MOVE
1396;168503;2;31.3000000000000000;-53.8000000000000000;2006-09-16 12:00:00;36.87;1.02;22025.28;65;MOVE
1396;168504;2;31.5000000000000000;-53.9000000000000000;2006-09-16 18:00:00;40.60;1.12;24179.59;65;MOVE
1396;168505;2;31.9000000000000000;-53.8000000000000000;2006-09-17 00:00:00;2.73;2.11;45472.98;65;MOVE
1396;168506;2;32.4000000000000000;-53.7000000000000000;2006-09-17 06:00:00;12.65;2.61;56388.90;65;MOVE
1396;168507;2;33.3000000000000000;-53.3000000000000000;2006-09-17 12:00:00;2.60;4.95;106823.30;70;MOVE
1396;168508;2;34.1000000000000000;-52.9000000000000000;2006-09-17 18:00:00;15.07;4.46;96345.08;70;MOVE
1396;168509;2;35.0000000000000000;-52.1000000000000000;2006-09-18 00:00:00;12.11;5.74;124027.57;75;MOVE
1396;168510;2;36.1000000000000000;-50.6000000000000000;2006-09-18 06:00:00;13.42;8.46;182686.95;75;MOVE
1396;168511;2;36.9000000000000000;-48.7000000000000000;2006-09-18 12:00:00;8.80;8.88;191712.28;80;MOVE
1396;168512;2;37.5000000000000000;-46.3000000000000000;2006-09-18 18:00:00;4.57;10.31;222784.32;85;MOVE
1396;168513;2;38.0000000000000000;-43.3000000000000000;2006-09-19 00:00:00;7.61;12.48;269544.58;85;MOVE
1396;168514;2;38.1000000000000000;-40.2000000000000000;2006-09-19 06:00:00;3.64;12.58;271660.36;90;MOVE
1396;168515;2;38.0000000000000000;-37.0000000000000000;2006-09-19 12:00:00;1.48;12.98;280408.29;80;MOVE
1396;168516;2;37.8000000000000000;-33.5000000000000000;2006-09-19 18:00:00;1.68;14.25;307883.29;75;MOVE
1396;168517;2;37.7000000000000000;-29.9000000000000000;2006-09-20 00:00:00;0.08;14.66;316690.05;70;MOVE
1396;168518;2;37.6000000000000000;-26.1000000000000000;2006-09-20 06:00:00;4.78;15.50;334711.28;70;MOVE
1396;168519;2;37.8000000000000000;-22.6000000000000000;2006-09-20 12:00:00;6.42;14.29;308713.87;65;MOVE
1396;168520;2;38.5000000000000000;-18.5000000000000000;2006-09-20 18:00:00;9.88;16.98;366834.79;65;MOVE
1396;168521;3;40.1000000000000000;-14.0000000000000000;2006-09-21 00:00:00;26.21;19.72;426058.09;60;STOP
1396;168522;3;43.8000000000000000;-10.4000000000000000;2006-09-21 06:00:00;27.63;23.51;507723.95;55;STOP
1396;168523;3;48.5000000000000000;-9.0000000000000000;2006-09-21 12:00:00;23.71;24.70;533601.31;55;STOP
1396;168524;3;52.5000000000000000;-9.5000000000000000;2006-09-21 18:00:00;19.44;20.66;446180.31;55;STOP
1396;168525;3;54.5000000000000000;-10.5000000000000000;2006-09-22 00:00:00;27.90;10.74;232010.70;60;STOP
1396;168526;4;57.0000000000000000;-14.0000000000000000;2006-09-22 06:00:00;41.88;16.38;353815.83;65;MOVE
1396;168527;5;56.5000000000000000;-18.5000000000000000;2006-09-22 12:00:00;20.22;12.96;279874.98;55;STOP
1396;168528;5;56.0000000000000000;-19.5000000000000000;2006-09-22 18:00:00;45.00;3.85;83109.39;45;STOP
1396;168529;5;54.5000000000000000;-20.0000000000000000;2006-09-23 00:00:00;18.43;7.86;169775.03;45;STOP
