tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;wind;label
1447;170098;1;14.0000000000000000;-22.7000000000000000;2010-09-08 06:00:00;108.43;0.00;0.00;30;STOP
1447;170099;1;13.8000000000000000;-23.3000000000000000;2010-09-08 12:00:00;18.43;3.17;68475.13;40;STOP
1447;170100;1;13.8000000000000000;-23.7000000000000000;2010-09-08 18:00:00;0.00;2.00;43194.08;40;STOP
1447;170101;1;13.8000000000000000;-24.1000000000000000;2010-09-09 00:00:00;8.13;2.00;43194.08;40;STOP
1447;170102;1;13.9000000000000000;-24.8000000000000000;2010-09-09 06:00:00;15.07;3.54;76387.03;35;STOP
1447;170103;1;14.2000000000000000;-25.5000000000000000;2010-09-09 12:00:00;5.86;3.82;82548.25;30;STOP
1447;170104;1;14.7000000000000000;-26.4000000000000000;2010-09-09 18:00:00;3.42;5.17;111724.97;30;STOP
1447;170105;1;15.4000000000000000;-27.5000000000000000;2010-09-10 00:00:00;9.85;6.55;141458.01;30;STOP
1447;170106;1;15.9000000000000000;-28.7000000000000000;2010-09-10 06:00:00;9.38;6.48;139999.51;30;STOP
1447;170107;1;16.3000000000000000;-30.4000000000000000;2010-09-10 12:00:00;5.11;8.66;186983.47;35;STOP
1447;170108;1;16.6000000000000000;-32.5000000000000000;2010-09-10 18:00:00;0.70;10.48;226420.66;40;STOP
1447;170109;1;16.9000000000000000;-34.8000000000000000;2010-09-11 00:00:00;2.24;11.44;247157.08;50;STOP
1447;170110;1;17.1000000000000000;-37.0000000000000000;2010-09-11 06:00:00;1.52;10.88;234993.02;60;STOP
1447;170111;1;17.3000000000000000;-38.7000000000000000;2010-09-11 12:00:00;3.34;8.42;181941.16;60;STOP
1447;170112;1;17.4000000000000000;-40.4000000000000000;2010-09-11 18:00:00;3.76;8.37;180772.31;60;STOP
1447;170113;2;17.6000000000000000;-42.0000000000000000;2010-09-12 00:00:00;3.31;7.92;171128.16;65;MOVE
1447;170114;2;17.7000000000000000;-43.5000000000000000;2010-09-12 06:00:00;3.81;7.38;159328.92;70;MOVE
1447;170115;2;17.7000000000000000;-44.9000000000000000;2010-09-12 12:00:00;0.00;6.87;148303.23;90;MOVE
1447;170116;2;17.7000000000000000;-46.1000000000000000;2010-09-12 18:00:00;0.00;5.89;127117.13;115;MOVE
1447;170117;2;17.7000000000000000;-47.3000000000000000;2010-09-13 00:00:00;5.71;5.89;127117.13;130;MOVE
1447;170118;2;17.6000000000000000;-48.3000000000000000;2010-09-13 06:00:00;5.71;4.93;106542.29;130;MOVE
1447;170119;2;17.6000000000000000;-49.3000000000000000;2010-09-13 12:00:00;0.00;4.91;105989.84;130;MOVE
1447;170120;2;17.6000000000000000;-50.2000000000000000;2010-09-13 18:00:00;8.13;4.42;95390.88;125;MOVE
1447;170121;2;17.7000000000000000;-50.9000000000000000;2010-09-14 00:00:00;10.30;3.47;75001.21;125;MOVE
1447;170122;2;17.9000000000000000;-51.5000000000000000;2010-09-14 06:00:00;8.13;3.12;67303.47;115;MOVE
1447;170123;2;18.2000000000000000;-52.1000000000000000;2010-09-14 12:00:00;3.18;3.32;71670.02;115;MOVE
1447;170124;2;18.6000000000000000;-52.8000000000000000;2010-09-14 18:00:00;6.55;3.99;86215.61;125;MOVE
1447;170125;2;18.9000000000000000;-53.5000000000000000;2010-09-15 00:00:00;3.37;3.75;80902.98;135;MOVE
1447;170126;2;19.2000000000000000;-54.1000000000000000;2010-09-15 06:00:00;0.00;3.30;71342.36;125;MOVE
1447;170127;2;19.5000000000000000;-54.7000000000000000;2010-09-15 12:00:00;0.00;3.30;71240.82;115;MOVE
1447;170128;2;19.8000000000000000;-55.3000000000000000;2010-09-15 18:00:00;3.37;3.29;71137.81;115;MOVE
1447;170129;2;20.1000000000000000;-56.0000000000000000;2010-09-16 00:00:00;7.77;3.72;80411.19;120;MOVE
1447;170130;2;20.4000000000000000;-56.5000000000000000;2010-09-16 06:00:00;2.73;2.87;61915.69;125;MOVE
1447;170131;2;20.8000000000000000;-57.1000000000000000;2010-09-16 12:00:00;6.91;3.55;76670.70;120;MOVE
1447;170132;2;21.4000000000000000;-57.8000000000000000;2010-09-16 18:00:00;6.91;4.57;98612.46;115;MOVE
1447;170133;2;21.8000000000000000;-58.4000000000000000;2010-09-17 00:00:00;3.95;3.53;76329.64;115;MOVE
1447;170134;2;22.2000000000000000;-59.1000000000000000;2010-09-17 06:00:00;7.13;3.92;84773.64;110;MOVE
1447;170135;2;22.8000000000000000;-59.9000000000000000;2010-09-17 12:00:00;4.32;4.90;105855.31;100;MOVE
1447;170136;2;23.5000000000000000;-60.7000000000000000;2010-09-17 18:00:00;3.31;5.23;112909.16;90;MOVE
1447;170137;2;24.2000000000000000;-61.6000000000000000;2010-09-18 00:00:00;0.00;5.56;120149.93;90;MOVE
1447;170138;2;24.9000000000000000;-62.5000000000000000;2010-09-18 06:00:00;7.13;5.54;119768.56;85;MOVE
1447;170139;2;25.7000000000000000;-63.3000000000000000;2010-09-18 12:00:00;7.13;5.55;119920.42;85;MOVE
1447;170140;2;26.6000000000000000;-64.0000000000000000;2010-09-18 18:00:00;4.18;5.65;122051.78;80;MOVE
